,burger,fries,salad,shake,hour,store_1.0,store_2.0,store_3.0,store_4.0,store_5.0,store_6.0,store_7.0,store_8.0,store_9.0,predict_cluster_kmeans,store
17823,5,5,0,5,16,0,0,0,1,0,0,0,0,0,0,4.0
17824,0,1,1,0,15,0,1,0,0,0,0,0,0,0,2,2.0
17825,0,1,1,0,12,0,0,1,0,0,0,0,0,0,2,3.0
17826,4,4,0,4,19,0,0,0,0,0,0,0,0,1,0,9.0
17827,0,2,2,0,11,0,0,0,0,0,0,0,0,1,2,9.0
17828,1,1,0,1,12,0,0,0,0,1,0,0,0,0,2,5.0
17829,5,5,0,5,17,0,0,0,0,0,1,0,0,0,0,6.0
17830,0,1,1,0,13,0,0,0,0,0,0,0,1,0,2,8.0
17831,4,4,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
17832,0,1,1,0,17,0,0,0,0,1,0,0,0,0,2,5.0
17833,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17834,0,1,1,0,13,1,0,0,0,0,0,0,0,0,2,1.0
17835,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
17836,3,3,0,3,17,0,1,0,0,0,0,0,0,0,0,2.0
17837,1,2,1,0,14,0,0,0,0,1,0,0,0,0,2,5.0
17838,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17839,2,2,0,1,23,0,1,0,0,0,0,0,0,0,0,2.0
17840,4,4,0,4,18,0,0,0,0,0,0,1,0,0,0,7.0
17841,4,4,0,4,18,0,0,0,1,0,0,0,0,0,0,4.0
17842,1,3,2,0,11,0,0,0,0,0,0,1,0,0,2,7.0
17843,0,1,1,0,14,0,0,0,0,0,0,0,1,0,2,8.0
17844,0,1,1,0,11,0,0,0,0,0,1,0,0,0,2,6.0
17845,3,3,0,3,19,0,0,0,0,0,0,1,0,0,0,7.0
17846,1,1,0,1,01,0,0,0,0,0,1,0,0,0,1,6.0
17847,0,3,3,0,11,0,0,0,0,0,0,1,0,0,2,7.0
17848,1,1,0,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17849,1,1,0,0,13,0,0,1,0,0,0,0,0,0,2,3.0
17850,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
17851,5,5,0,5,19,0,0,0,0,0,0,0,0,1,0,9.0
17852,5,5,0,4,18,0,0,0,0,0,0,1,0,0,0,7.0
17853,2,2,0,2,18,0,0,0,0,0,0,1,0,0,0,7.0
17854,0,1,1,0,13,1,0,0,0,0,0,0,0,0,2,1.0
17855,0,3,3,0,14,0,0,1,0,0,0,0,0,0,2,3.0
17856,0,1,1,0,12,1,0,0,0,0,0,0,0,0,2,1.0
17857,1,1,0,0,12,1,0,0,0,0,0,0,0,0,2,1.0
17858,1,3,2,0,12,0,0,1,0,0,0,0,0,0,2,3.0
17859,2,2,0,0,00,0,0,0,0,0,0,1,0,0,1,7.0
17860,3,3,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
17861,0,1,1,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17862,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
17863,1,3,2,1,14,0,0,1,0,0,0,0,0,0,2,3.0
17864,1,1,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
17865,3,3,0,3,20,0,1,0,0,0,0,0,0,0,0,2.0
17866,5,5,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
17867,0,1,1,0,12,0,0,0,1,0,0,0,0,0,2,4.0
17868,5,5,0,5,18,0,0,0,1,0,0,0,0,0,0,4.0
17869,4,4,0,4,20,0,0,0,0,1,0,0,0,0,0,5.0
17870,2,2,0,2,18,0,0,0,0,0,0,1,0,0,0,7.0
17871,1,3,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17872,2,2,0,2,00,0,0,0,0,0,1,0,0,0,1,6.0
17873,4,4,0,4,19,0,1,0,0,0,0,0,0,0,0,2.0
17874,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
17875,1,2,1,1,17,0,0,0,0,0,0,0,0,1,0,9.0
17876,2,3,1,0,12,1,0,0,0,0,0,0,0,0,2,1.0
17877,0,1,1,0,11,0,0,1,0,0,0,0,0,0,2,3.0
17878,0,1,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
17879,2,3,1,2,18,0,0,0,0,0,0,1,0,0,0,7.0
17880,3,4,1,3,18,0,0,0,0,0,0,0,0,1,0,9.0
17881,3,4,1,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17882,0,4,4,0,13,0,0,0,0,0,1,0,0,0,2,6.0
17883,4,4,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17884,5,5,0,5,18,0,0,0,1,0,0,0,0,0,0,4.0
17885,5,5,0,5,18,0,0,0,0,0,0,0,0,1,0,9.0
17886,4,4,0,4,19,0,0,0,1,0,0,0,0,0,0,4.0
17887,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17888,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17889,0,4,4,0,12,0,0,1,0,0,0,0,0,0,2,3.0
17890,3,3,0,3,19,0,0,0,1,0,0,0,0,0,0,4.0
17891,5,5,0,4,18,0,0,0,1,0,0,0,0,0,0,4.0
17892,0,3,3,0,14,0,0,0,0,0,0,1,0,0,2,7.0
17893,3,5,2,3,19,0,0,0,1,0,0,0,0,0,0,4.0
17894,0,3,3,0,13,0,0,0,0,1,0,0,0,0,2,5.0
17895,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
17896,1,1,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
17897,0,3,3,0,18,1,0,0,0,0,0,0,0,0,0,1.0
17898,1,2,1,0,12,0,0,0,0,0,1,0,0,0,2,6.0
17899,2,3,1,1,17,0,0,0,1,0,0,0,0,0,0,4.0
17900,0,2,2,0,13,0,0,0,0,0,1,0,0,0,2,6.0
17901,2,2,0,1,23,0,0,0,0,0,1,0,0,0,0,6.0
17902,3,3,0,2,17,0,0,0,0,0,1,0,0,0,0,6.0
17903,2,2,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
17904,0,1,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
17905,0,1,1,0,14,1,0,0,0,0,0,0,0,0,2,1.0
17906,4,4,0,4,18,0,0,0,1,0,0,0,0,0,0,4.0
17907,5,5,0,1,23,0,1,0,0,0,0,0,0,0,0,2.0
17908,5,5,0,5,18,0,0,0,0,0,0,0,0,1,0,9.0
17909,0,5,5,0,13,0,0,0,0,1,0,0,0,0,2,5.0
17910,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17911,2,3,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
17912,1,3,2,0,12,1,0,0,0,0,0,0,0,0,2,1.0
17913,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
17914,4,4,0,4,17,0,0,0,0,0,0,0,0,1,0,9.0
17915,1,3,2,0,12,0,0,1,0,0,0,0,0,0,2,3.0
17916,3,3,0,3,16,0,0,0,0,0,1,0,0,0,0,6.0
17917,0,2,2,0,15,0,0,1,0,0,0,0,0,0,2,3.0
17918,1,5,4,0,13,0,0,0,0,0,1,0,0,0,2,6.0
17919,1,1,0,1,19,0,0,1,0,0,0,0,0,0,0,3.0
17920,2,3,1,2,18,0,0,0,0,0,0,1,0,0,0,7.0
17921,0,2,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17922,2,2,0,0,00,0,0,0,0,0,0,0,1,0,1,8.0
17923,0,3,3,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17924,0,3,3,0,13,0,0,0,0,1,0,0,0,0,2,5.0
17925,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17926,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17927,0,3,3,0,11,0,0,1,0,0,0,0,0,0,2,3.0
17928,1,2,1,0,12,0,0,0,0,0,0,0,1,0,2,8.0
17929,0,2,2,0,11,0,0,0,0,0,1,0,0,0,2,6.0
17930,5,5,0,5,17,0,0,0,0,0,0,0,0,1,0,9.0
17931,1,2,1,0,13,0,0,1,0,0,0,0,0,0,2,3.0
17932,3,3,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
17933,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
17934,0,3,3,0,14,0,0,0,0,1,0,0,0,0,2,5.0
17935,2,2,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
17936,0,1,1,0,12,0,0,1,0,0,0,0,0,0,2,3.0
17937,2,5,3,1,13,0,0,0,0,1,0,0,0,0,2,5.0
17938,0,2,2,0,12,0,0,0,0,1,0,0,0,0,2,5.0
17939,3,3,0,3,17,0,0,0,1,0,0,0,0,0,0,4.0
17940,0,1,1,0,13,0,0,0,0,0,0,1,0,0,2,7.0
17941,0,2,2,0,12,0,0,0,0,0,0,0,1,0,2,8.0
17942,4,5,1,4,18,0,0,0,0,0,0,0,0,1,0,9.0
17943,2,3,1,2,12,0,0,0,0,1,0,0,0,0,2,5.0
17944,4,4,0,3,20,0,0,0,0,0,0,0,0,1,0,9.0
17945,1,3,2,0,18,0,0,0,0,1,0,0,0,0,0,5.0
17946,2,2,0,2,17,0,0,0,0,0,0,0,0,1,0,9.0
17947,2,3,1,2,17,0,1,0,0,0,0,0,0,0,0,2.0
17948,3,4,1,3,18,0,0,0,0,0,0,1,0,0,0,7.0
17949,1,1,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
17950,2,2,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
17951,4,4,0,3,19,0,0,0,0,0,0,0,0,1,0,9.0
17952,2,2,0,2,16,0,0,0,1,0,0,0,0,0,0,4.0
17953,2,3,1,2,18,0,0,0,0,0,0,0,0,1,0,9.0
17954,5,5,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
17955,1,1,0,0,00,0,0,0,0,1,0,0,0,0,1,5.0
17956,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17957,0,3,3,0,12,0,1,0,0,0,0,0,0,0,2,2.0
17958,2,2,0,2,19,0,0,0,0,0,0,1,0,0,0,7.0
17959,2,3,1,2,17,0,0,0,0,0,0,0,0,1,0,9.0
17960,5,5,0,4,17,1,0,0,0,0,0,0,0,0,0,1.0
17961,4,5,1,3,16,0,0,0,0,0,0,0,0,1,0,9.0
17962,0,2,2,0,13,1,0,0,0,0,0,0,0,0,2,1.0
17963,3,3,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17964,0,3,3,0,13,0,0,0,0,0,1,0,0,0,2,6.0
17965,3,3,0,3,20,0,0,0,0,0,0,1,0,0,0,7.0
17966,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17967,2,2,0,2,19,0,0,0,1,0,0,0,0,0,0,4.0
17968,2,2,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
17969,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
17970,0,1,1,0,14,1,0,0,0,0,0,0,0,0,2,1.0
17971,3,3,0,1,12,0,0,0,0,0,0,1,0,0,2,7.0
17972,3,3,0,2,18,0,0,0,0,0,0,0,0,1,0,9.0
17973,0,2,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17974,5,5,0,5,16,0,0,0,0,0,0,0,1,0,0,8.0
17975,3,3,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
17976,5,5,0,5,19,0,0,0,0,0,0,0,0,1,0,9.0
17977,1,3,2,0,13,0,0,1,0,0,0,0,0,0,2,3.0
17978,0,3,3,0,11,0,0,0,0,1,0,0,0,0,2,5.0
17979,5,5,0,5,19,0,0,0,0,0,0,0,0,1,0,9.0
17980,1,1,0,1,11,1,0,0,0,0,0,0,0,0,2,1.0
17981,0,3,3,0,13,0,0,1,0,0,0,0,0,0,2,3.0
17982,1,1,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
17983,1,1,0,1,19,0,0,0,0,0,0,0,0,1,0,9.0
17984,0,1,1,0,12,0,0,1,0,0,0,0,0,0,2,3.0
17985,4,4,0,4,19,0,0,0,1,0,0,0,0,0,0,4.0
17986,5,5,0,1,01,0,0,0,0,0,1,0,0,0,1,6.0
17987,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17988,1,1,0,0,23,0,0,0,0,1,0,0,0,0,0,5.0
17989,5,5,0,3,18,0,0,0,1,0,0,0,0,0,0,4.0
17990,2,2,0,2,00,0,0,0,0,0,1,0,0,0,1,6.0
17991,0,1,1,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17992,0,3,3,0,12,0,0,0,0,0,0,0,1,0,2,8.0
17993,0,2,2,0,12,0,0,0,0,1,0,0,0,0,2,5.0
17994,0,2,2,0,11,0,0,0,0,0,0,0,1,0,2,8.0
17995,4,5,1,4,18,0,0,0,0,0,0,0,1,0,0,8.0
17996,2,2,0,0,13,1,0,0,0,0,0,0,0,0,2,1.0
17997,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
17998,0,2,2,0,11,1,0,0,0,0,0,0,0,0,2,1.0
17999,0,4,4,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18000,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
18001,4,4,0,4,19,0,0,0,0,0,0,0,0,1,0,9.0
18002,1,1,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
18003,2,2,0,0,00,1,0,0,0,0,0,0,0,0,1,1.0
18004,0,1,1,0,15,0,1,0,0,0,0,0,0,0,2,2.0
18005,3,3,0,3,20,0,0,0,0,0,0,0,0,1,0,9.0
18006,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18007,2,2,0,2,18,0,0,1,0,0,0,0,0,0,0,3.0
18008,1,1,0,0,13,1,0,0,0,0,0,0,0,0,2,1.0
18009,1,1,0,1,01,0,0,0,0,0,0,1,0,0,1,7.0
18010,1,3,2,0,12,0,0,0,0,1,0,0,0,0,2,5.0
18011,0,1,1,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18012,2,2,0,1,00,0,0,0,1,0,0,0,0,0,1,4.0
18013,2,2,0,1,23,0,1,0,0,0,0,0,0,0,0,2.0
18014,4,4,0,4,18,0,0,0,0,0,0,1,0,0,0,7.0
18015,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18016,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
18017,1,4,3,1,21,0,0,1,0,0,0,0,0,0,0,3.0
18018,0,1,1,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18019,5,5,0,5,18,0,0,0,0,0,0,1,0,0,0,7.0
18020,0,3,3,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18021,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
18022,0,3,3,0,12,0,0,1,0,0,0,0,0,0,2,3.0
18023,1,3,2,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18024,0,1,1,0,11,0,0,0,0,0,0,0,1,0,2,8.0
18025,1,3,2,0,12,0,1,0,0,0,0,0,0,0,2,2.0
18026,0,3,3,0,12,0,0,0,0,0,0,0,1,0,2,8.0
18027,1,1,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
18028,2,2,0,1,23,0,0,0,0,0,1,0,0,0,0,6.0
18029,3,4,1,3,17,0,0,0,1,0,0,0,0,0,0,4.0
18030,1,1,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
18031,2,5,3,1,12,0,0,0,0,1,0,0,0,0,2,5.0
18032,1,2,1,0,11,0,0,0,1,0,0,0,0,0,2,4.0
18033,1,1,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
18034,3,3,0,3,20,0,0,0,0,0,0,0,0,1,0,9.0
18035,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18036,4,5,1,4,20,0,0,0,1,0,0,0,0,0,0,4.0
18037,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18038,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18039,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18040,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18041,4,4,0,4,17,0,0,0,0,0,0,0,0,1,0,9.0
18042,0,2,2,0,13,1,0,0,0,0,0,0,0,0,2,1.0
18043,2,3,1,2,18,0,0,0,1,0,0,0,0,0,0,4.0
18044,3,3,0,3,18,0,1,0,0,0,0,0,0,0,0,2.0
18045,1,1,0,1,18,0,0,1,0,0,0,0,0,0,0,3.0
18046,1,3,2,1,11,0,0,1,0,0,0,0,0,0,2,3.0
18047,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
18048,4,4,0,0,01,0,0,0,0,0,0,1,0,0,1,7.0
18049,2,2,0,2,18,0,0,0,0,0,0,0,0,1,0,9.0
18050,1,1,0,0,00,0,0,0,0,0,0,1,0,0,1,7.0
18051,1,2,1,0,01,0,1,0,0,0,0,0,0,0,1,2.0
18052,0,2,2,0,15,0,0,1,0,0,0,0,0,0,2,3.0
18053,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18054,2,2,0,2,17,0,0,0,0,0,0,0,0,1,0,9.0
18055,3,3,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
18056,2,2,0,2,23,0,1,0,0,0,0,0,0,0,0,2.0
18057,3,3,0,3,18,0,0,0,0,0,0,1,0,0,0,7.0
18058,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18059,4,4,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18060,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18061,2,2,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
18062,0,1,1,0,17,0,0,0,0,0,0,0,0,1,2,9.0
18063,4,4,0,4,17,0,0,0,0,0,0,0,0,1,0,9.0
18064,1,2,1,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18065,4,4,0,3,19,0,0,0,1,0,0,0,0,0,0,4.0
18066,4,4,0,4,19,0,0,0,0,0,0,0,1,0,0,8.0
18067,0,2,2,0,13,0,0,0,0,0,0,0,1,0,2,8.0
18068,1,1,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
18069,2,2,0,0,01,0,1,0,0,0,0,0,0,0,1,2.0
18070,1,1,0,0,13,0,0,0,0,1,0,0,0,0,2,5.0
18071,1,5,4,1,12,0,0,1,0,0,0,0,0,0,2,3.0
18072,3,4,1,2,17,0,0,0,0,0,0,0,0,1,0,9.0
18073,5,5,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
18074,1,1,0,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18075,1,1,0,1,00,0,1,0,0,0,0,0,0,0,1,2.0
18076,1,2,1,1,13,0,0,0,0,0,1,0,0,0,2,6.0
18077,4,4,0,2,00,0,1,0,0,0,0,0,0,0,1,2.0
18078,3,4,1,3,16,0,0,0,0,0,0,1,0,0,0,7.0
18079,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
18080,0,1,1,0,13,0,0,0,0,0,0,0,1,0,2,8.0
18081,0,2,2,0,12,0,0,0,0,1,0,0,0,0,2,5.0
18082,4,4,0,4,15,0,0,0,1,0,0,0,0,0,0,4.0
18083,4,4,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
18084,3,3,0,2,21,0,0,0,1,0,0,0,0,0,0,4.0
18085,5,5,0,5,17,0,0,0,1,0,0,0,0,0,0,4.0
18086,1,2,1,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18087,3,3,0,2,20,0,0,0,0,0,0,0,0,1,0,9.0
18088,3,3,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
18089,0,1,1,0,12,0,0,0,0,0,0,0,1,0,2,8.0
18090,2,2,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
18091,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18092,4,4,0,4,17,0,0,0,0,0,0,1,0,0,0,7.0
18093,0,2,2,0,11,0,0,0,0,0,0,0,1,0,2,8.0
18094,3,4,1,3,15,0,0,0,0,0,0,1,0,0,0,7.0
18095,5,5,0,5,18,0,0,0,0,0,0,0,0,1,0,9.0
18096,4,4,0,4,20,0,0,0,0,0,0,1,0,0,0,7.0
18097,3,3,0,3,17,0,0,0,0,0,0,1,0,0,0,7.0
18098,0,2,2,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18099,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18100,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18101,0,1,1,0,00,1,0,0,0,0,0,0,0,0,1,1.0
18102,0,1,1,0,11,0,0,0,0,0,1,0,0,0,2,6.0
18103,4,4,0,4,19,0,0,0,0,0,0,1,0,0,0,7.0
18104,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18105,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18106,2,2,0,2,20,0,0,0,0,0,0,0,0,1,0,9.0
18107,1,1,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
18108,5,5,0,5,16,1,0,0,0,0,0,0,0,0,0,1.0
18109,2,4,2,0,13,0,0,0,0,1,0,0,0,0,2,5.0
18110,1,2,1,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18111,4,4,0,3,19,0,0,0,0,0,0,0,0,1,0,9.0
18112,2,2,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18113,2,2,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
18114,1,2,1,0,11,1,0,0,0,0,0,0,0,0,2,1.0
18115,2,3,1,0,13,0,0,0,1,0,0,0,0,0,2,4.0
18116,5,5,0,5,17,0,1,0,0,0,0,0,0,0,0,2.0
18117,4,4,0,4,19,0,0,0,0,0,0,0,0,1,0,9.0
18118,2,2,0,0,23,0,0,0,1,0,0,0,0,0,0,4.0
18119,4,4,0,2,00,0,0,0,0,0,1,0,0,0,1,6.0
18120,4,4,0,4,17,0,0,0,1,0,0,0,0,0,0,4.0
18121,3,3,0,3,19,0,0,0,1,0,0,0,0,0,0,4.0
18122,5,5,0,4,18,0,0,0,1,0,0,0,0,0,0,4.0
18123,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18124,4,4,0,1,01,0,1,0,0,0,0,0,0,0,1,2.0
18125,0,1,1,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18126,3,3,0,2,19,0,0,0,0,0,0,0,1,0,0,8.0
18127,2,2,0,2,19,0,0,0,1,0,0,0,0,0,0,4.0
18128,2,2,0,1,23,0,0,0,0,0,0,0,0,1,0,9.0
18129,0,2,2,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18130,2,2,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
18131,2,3,1,1,12,0,0,1,0,0,0,0,0,0,2,3.0
18132,4,4,0,3,17,0,0,0,1,0,0,0,0,0,0,4.0
18133,1,1,0,0,00,0,0,0,0,0,1,0,0,0,1,6.0
18134,5,5,0,4,18,0,0,0,0,0,0,0,0,1,0,9.0
18135,1,1,0,1,00,0,0,0,0,0,1,0,0,0,1,6.0
18136,3,3,0,3,19,0,0,0,0,0,0,0,0,1,0,9.0
18137,0,2,2,0,11,0,0,0,0,1,0,0,0,0,2,5.0
18138,0,1,1,0,11,1,0,0,0,0,0,0,0,0,2,1.0
18139,4,4,0,3,18,0,0,0,0,0,0,0,0,1,0,9.0
18140,2,2,0,0,23,0,0,0,0,1,0,0,0,0,0,5.0
18141,0,1,1,0,23,0,0,0,0,0,1,0,0,0,0,6.0
18142,2,2,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18143,4,4,0,4,19,0,0,0,0,0,0,1,0,0,0,7.0
18144,3,3,0,2,17,0,0,0,0,0,0,0,0,1,0,9.0
18145,4,4,0,4,16,0,0,0,0,0,0,1,0,0,0,7.0
18146,2,4,2,2,16,0,0,0,0,0,0,0,0,1,0,9.0
18147,3,3,0,3,18,0,0,0,1,0,0,0,0,0,0,4.0
18148,0,1,1,0,12,0,1,0,0,0,0,0,0,0,2,2.0
18149,1,3,2,1,13,0,0,0,0,0,0,0,1,0,2,8.0
18150,2,2,0,0,01,0,0,0,0,0,1,0,0,0,1,6.0
18151,0,3,3,0,12,0,0,1,0,0,0,0,0,0,2,3.0
18152,2,3,1,0,11,0,0,0,0,1,0,0,0,0,2,5.0
18153,0,2,2,0,11,0,0,0,0,0,0,1,0,0,2,7.0
18154,3,4,1,3,18,0,0,0,0,0,0,1,0,0,0,7.0
18155,1,1,0,0,00,0,1,0,0,0,0,0,0,0,1,2.0
18156,1,2,1,0,14,0,0,0,0,0,0,0,1,0,2,8.0
18157,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
18158,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18159,0,1,1,0,13,0,0,1,0,0,0,0,0,0,2,3.0
18160,0,2,2,0,12,0,0,0,0,0,0,1,0,0,2,7.0
18161,1,1,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
18162,4,4,0,4,19,0,0,0,1,0,0,0,0,0,0,4.0
18163,0,1,1,0,13,0,0,0,0,0,1,0,0,0,2,6.0
18164,4,4,0,2,23,0,1,0,0,0,0,0,0,0,0,2.0
18165,0,2,2,0,12,0,0,0,0,1,0,0,0,0,2,5.0
18166,3,4,1,2,19,1,0,0,0,0,0,0,0,0,0,1.0
18167,0,1,1,0,13,0,0,0,0,0,0,1,0,0,2,7.0
18168,1,2,1,0,16,0,0,0,0,1,0,0,0,0,2,5.0
18169,0,5,5,0,12,0,0,0,0,1,0,0,0,0,2,5.0
18170,2,2,0,2,16,0,0,1,0,0,0,0,0,0,0,3.0
18171,4,4,0,4,19,0,0,0,0,0,0,1,0,0,0,7.0
18172,1,2,1,1,11,1,0,0,0,0,0,0,0,0,2,1.0
18173,1,1,0,0,23,0,1,0,0,0,0,0,0,0,0,2.0
18174,0,1,1,0,12,0,0,0,0,0,0,0,1,0,2,8.0
18175,5,5,0,5,18,1,0,0,0,0,0,0,0,0,0,1.0
18176,1,1,0,1,17,0,0,1,0,0,0,0,0,0,0,3.0
18177,3,3,0,3,19,0,0,0,0,0,0,0,0,1,0,9.0
18178,0,2,2,0,11,0,0,0,0,1,0,0,0,0,2,5.0
18179,4,4,0,4,18,0,0,0,0,0,0,1,0,0,0,7.0
18180,1,1,0,1,13,0,0,0,0,0,0,0,1,0,2,8.0
18181,4,4,0,3,19,0,0,0,0,0,0,1,0,0,0,7.0
18182,4,4,0,4,19,0,1,0,0,0,0,0,0,0,0,2.0
18183,1,1,0,1,20,0,0,0,1,0,0,0,0,0,0,4.0
18184,2,2,0,2,18,0,0,0,1,0,0,0,0,0,0,4.0
18185,1,2,1,0,13,0,0,0,0,1,0,0,0,0,2,5.0
18186,3,3,0,3,17,0,0,0,0,0,0,0,1,0,0,8.0
18187,0,1,1,0,12,0,0,0,0,1,0,0,0,0,2,5.0
18188,5,5,0,5,19,0,0,0,0,0,0,0,0,1,0,9.0
18189,2,4,2,2,19,0,0,0,0,0,0,0,0,1,0,9.0
18190,0,3,3,0,14,0,0,0,0,0,0,0,1,0,2,8.0
18191,4,4,0,4,17,0,0,0,1,0,0,0,0,0,0,4.0
18192,0,3,3,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18193,0,2,2,0,13,0,0,0,0,1,0,0,0,0,2,5.0
18194,2,2,0,2,16,0,0,0,1,0,0,0,0,0,0,4.0
18195,2,2,0,0,12,1,0,0,0,0,0,0,0,0,2,1.0
18196,1,1,0,1,00,1,0,0,0,0,0,0,0,0,1,1.0
18197,1,1,0,0,23,0,0,0,0,0,1,0,0,0,0,6.0
18198,3,3,0,1,18,0,0,0,0,0,0,0,1,0,0,8.0
